Title,Year,Age,Netflix,Hulu,Disney,Key,Writer,Genre,IMDB_Rating,IMDB_Votes,Rotten_Tomatoes,Country,Awards
A Little Late with Lilly Singh,2019,16+,0,1,0,A Little Late with Lilly Singh2019,0,"Comedy, Talk-Show",1.6,5127,90,USA,0
I Love Jenni,2011,7+,0,1,0,I Love Jenni2011,0,"Biography, Comedy, Drama, Music, Reality-TV",8.1,80,0,USA,1 win.
Shark Week,1987,16+,0,1,0,Shark Week1987,Tom Golden,Documentary,8.1,240,0,USA,1 win & 1 nomination.
Man Up!,2011,7+,0,1,0,Man Up!2011,Christopher Moynihan,Comedy,6.6,2555,21,USA,4 nominations.
My Dead Ex,2018,,0,1,0,My Dead Ex2018,"Drew Hancock, Jason Director, Ayla Harrison",Comedy,7.1,151,0,USA,1 nomination.
Juana la virgen,2002,,0,1,0,Juana la virgen2002,0,0,5.8,104,0,Venezuela,1 nomination.
"Ready, Steady, Wiggle!",2013,all,0,1,0,"Ready, Steady, Wiggle!2013",0,"Adventure, Family, Fantasy",0.0,0,0,Australia,0
"The $100,000 Pyramid",2016,16+,0,1,0,"The $100,000 Pyramid2016",0,"Comedy, Game-Show",6.3,334,0,USA,0
Gordon Ramsay's Home Cooking,2013,,0,1,0,Gordon Ramsay's Home Cooking2013,0,Reality-TV,8.4,44,0,UK,0
Napoleon Dynamite,2012,7+,0,1,0,Napoleon Dynamite2012,"Jared Hess, Jerusha Hess, Mike Scully","Animation, Comedy",6.4,2806,25,USA,0
Kaleido Star,2003,16+,0,1,0,Kaleido Star2003,0,"Animation, Comedy, Drama",7.8,546,0,Japan,0
Soul Eater Not!,2014,16+,0,1,0,Soul Eater Not!2014,0,"Animation, Action, Comedy",5.7,400,0,Japan,1 win & 1 nomination.
Samurai Harem,2009,18+,0,1,0,Samurai Harem2009,0,"Animation, Comedy, Drama, Romance, Sport",6.3,151,0,Japan,0
Late Night with Seth Meyers,2014,16+,0,1,0,Late Night with Seth Meyers2014,0,"Comedy, Talk-Show",6.1,6099,0,USA,Nominated for 4 Primetime Emmys. Another 1 win & 20 nominations.
Paradise Run,2016,all,0,1,0,Paradise Run2016,0,"Game-Show, Reality-TV",6.1,49,0,USA,1 nomination.
Rock of Love with Bret Michaels,2007,18+,0,1,0,Rock of Love with Bret Michaels2007,"Mark Cronin, Cris Abrego","Game-Show, Music, Reality-TV, Romance",4.8,1681,0,USA,3 wins & 1 nomination.
Siblings,2014,,0,1,0,Siblings2014,Keith Akushie,Comedy,7.1,1069,0,UK,0
Safe Harbor,1999,,0,1,0,Safe Harbor1999,Brenda Hampton,Drama,7.1,56,83,USA,1 nomination.
Destiny,2014,,0,1,0,Destiny2014,"Paul O. Beale, Jeremy Whittaker","Drama, Music, Romance",7.6,37,0,Jamaica,0
Alguien Te Mira,2010,7+,0,1,0,Alguien Te Mira2010,"Perla Farías, Pablo Illanes","Crime, Horror, Thriller",8.2,110,0,USA,0
The Millionaire Matchmaker,2008,7+,0,1,0,The Millionaire Matchmaker2008,0,Reality-TV,4.6,1317,0,USA,0
Gugure! Kokkuri-san,2014,,0,1,0,Gugure! Kokkuri-san2014,0,"Animation, Comedy, Fantasy, Romance",7.4,181,0,Japan,0
Sunnyside,2019,,0,1,0,Sunnyside2019,"Matt Murray, Kal Penn",Comedy,5.0,838,38,USA,0
"Pinky, Elmyra & the Brain",1998,,0,1,0,"Pinky, Elmyra & the Brain1998",0,"Animation, Comedy, Family, Sci-Fi",5.8,612,0,USA,2 wins & 4 nominations.
Britain's Best Home Cook,2018,,0,1,0,Britain's Best Home Cook2018,0,Reality-TV,7.9,109,0,UK,0
Til Death Do Us Part,2019,,0,1,0,Til Death Do Us Part2019,0,"Sci-Fi, Thriller",6.4,118,0,Taiwan,0
Children of the Snow,2019,16+,0,1,0,Children of the Snow2019,0,Documentary,7.3,66,0,0,0
The Adventures of Paddington Bear,1997,all,0,1,0,The Adventures of Paddington Bear1997,0,"Animation, Adventure, Family",7.1,402,0,"UK, France, Canada, Taiwan",0
The Adventures of Paddington Bear,1997,all,0,1,0,The Adventures of Paddington Bear1997,0,"Animation, Adventure, Family",7.1,402,0,"UK, France, Canada, Taiwan",0
The Adventures of Paddington Bear,1997,all,0,1,0,The Adventures of Paddington Bear1997,0,"Animation, Adventure, Family",7.1,402,0,"UK, France, Canada, Taiwan",0
Flavor of Love,2006,16+,0,1,0,Flavor of Love2006,"Cris Abrego, Mark Cronin","Game-Show, Reality-TV, Romance",4.5,2005,0,USA,3 nominations.
Stars Align,2019,16+,0,1,0,Stars Align2019,0,"Animation, Drama, Sport",7.6,124,0,Japan,0
American Gladiators,2008,,0,1,0,American Gladiators2008,0,"Action, Game-Show, Reality-TV, Sport",5.6,1535,0,USA,1 nomination.
Bridezillas,2004,16+,0,1,0,Bridezillas2004,Mary Pelloni,"Action, Reality-TV",3.8,630,0,USA,0
The Chew,2011,7+,0,1,0,The Chew2011,0,Talk-Show,5.3,761,0,USA,1 win & 3 nominations.
The History of Comedy,2017,18+,0,1,0,The History of Comedy2017,0,"Documentary, Comedy, History",7.8,311,0,USA,1 nomination.
The Awesomes,2013,16+,0,1,0,The Awesomes2013,"Seth Meyers, Michael Shoemaker","Animation, Action, Comedy",7.3,1243,0,USA,1 nomination.
Cake Wars,2015,all,0,1,0,Cake Wars2015,0,Reality-TV,6.1,326,0,USA,0
Sheriff Callie's Wild West,2013,all,0,1,1,Sheriff Callie's Wild West2013,"Holly Huckins, George Evelyn, Denis Morella, David Michel","Animation, Short, Action, Adventure, Comedy, Family, Musical, Western",6.4,511,0,"USA, South Korea, France",4 nominations.
Sheriff Callie's Wild West,2013,all,0,1,1,Sheriff Callie's Wild West2013,"Holly Huckins, George Evelyn, Denis Morella, David Michel","Animation, Short, Action, Adventure, Comedy, Family, Musical, Western",6.4,511,0,"USA, South Korea, France",4 nominations.
Endlings,2020,,0,1,0,Endlings2020,0,"Action, Adventure, Sci-Fi",4.1,204,0,Canada,0
The Riveras,2016,7+,0,1,0,The Riveras2016,0,Reality-TV,6.4,19,0,USA,0
Beat Shazam,2017,16+,0,1,0,Beat Shazam2017,"Jeff Apploff, Wes Kauble","Game-Show, Music",6.4,375,0,USA,0
Beat Shazam,2017,16+,0,1,0,Beat Shazam2017,"Jeff Apploff, Wes Kauble","Game-Show, Music",6.4,375,0,USA,0
Fugget About It,2012,18+,0,1,0,Fugget About It2012,"Willem Wennekers, Jeff Abugov, Nicholas Tabarrok","Animation, Comedy, Crime",5.8,915,0,Canada,1 win & 3 nominations.
Side Effects,2013,,0,1,0,Side Effects2013,Scott Z. Burns,"Crime, Drama, Mystery, Thriller",7.1,178410,0,USA,5 nominations.
Side Effects,2013,,0,1,0,Side Effects2013,Scott Z. Burns,"Crime, Drama, Mystery, Thriller",7.1,178410,0,USA,5 nominations.
Guidance,2015,7+,0,1,0,Guidance2015,0,Drama,6.2,157,0,USA,1 nomination.
The Menendez Murders: Erik Tells All,2017,,0,1,0,The Menendez Murders: Erik Tells All2017,0,Crime,8.1,16,0,USA,0
Chopped Junior,2015,,0,1,0,Chopped Junior2015,Linda Lea,Family,6.5,160,0,USA,0
Chopped Junior,2015,,0,1,0,Chopped Junior2015,Linda Lea,Family,6.5,160,0,USA,0
"Demon Lord, Retry!",2019,16+,0,1,0,"Demon Lord, Retry!2019",0,"Animation, Action, Fantasy",6.8,353,0,Japan,0
Tarzan: The Epic Adventures,1996,,0,1,0,Tarzan: The Epic Adventures1996,0,"Action, Adventure, Fantasy",6.6,173,0,USA,0
Stacked,2005,7+,0,1,0,Stacked2005,Steven Levitan,Comedy,6.0,1581,0,USA,Nominated for 1 Primetime Emmy. Another 2 nominations.
The Cisco Kid,1950,,0,1,0,The Cisco Kid1950,0,Western,7.3,447,0,USA,0
Beachfront Bargain Hunt,2013,all,0,1,0,Beachfront Bargain Hunt2013,0,"Documentary, Family",6.7,69,0,USA,0
60 Days In: Narcoland,2019,16+,0,1,0,60 Days In: Narcoland2019,0,Reality-TV,5.3,10,0,USA,0
60 Days In: Narcoland,2019,16+,0,1,0,60 Days In: Narcoland2019,0,Reality-TV,5.3,10,0,USA,0
Azur Lane,2019,16+,0,1,0,Azur Lane2019,0,"Animation, Action, Drama, Fantasy, Sci-Fi",5.7,143,0,Japan,0
Crimes of the Century,2013,,0,1,0,Crimes of the Century2013,0,"Documentary, Crime",7.2,175,0,USA,0
The Kennedys,2015,7+,0,1,0,The Kennedys2015,0,Comedy,7.2,528,0,UK,0
Spartan: Ultimate Team Challenge,2016,7+,0,1,0,Spartan: Ultimate Team Challenge2016,0,Game-Show,5.7,203,0,USA,1 nomination.
VICE Investigates,2019,18+,0,1,0,VICE Investigates2019,0,Documentary,6.4,55,0,USA,1 win.
Four Weddings,2009,7+,0,1,0,Four Weddings2009,0,Reality-TV,5.4,299,0,USA,0
Four Weddings,2009,7+,0,1,0,Four Weddings2009,0,Reality-TV,5.4,299,0,USA,0
Extreme Homes,2012,all,0,1,0,Extreme Homes2012,0,Documentary,6.8,39,0,USA,0
El Mariachi,2014,,0,1,0,El Mariachi2014,"Robert Rodriguez, Lina Uribe, Dario Vanegas","Crime, Thriller",8.4,45,0,USA,0
What on Earth?,2015,7+,0,1,0,What on Earth?2015,0,Documentary,5.8,471,0,USA,0
The Real Housewives of Miami,2011,16+,0,1,0,The Real Housewives of Miami2011,Scott Dunlop,Reality-TV,3.0,925,0,USA,0
Fujiko,2015,,0,1,0,Fujiko2015,0,Thriller,0.0,0,0,Japan,0
Hakumei and Mikochi,2018,16+,0,1,0,Hakumei and Mikochi2018,0,"Animation, Comedy, Drama, Fantasy",7.3,112,0,Japan,0
Coppelion,2013,16+,0,1,0,Coppelion2013,0,"Animation, Adventure, Drama, Sci-Fi, Thriller",6.1,190,0,Japan,0
Flavor of Love Girls: Charm School,2007,,0,1,0,Flavor of Love Girls: Charm School2007,Mark Cronin,Reality-TV,6.1,615,0,USA,0
WWE Main Event,2012,7+,0,1,0,WWE Main Event2012,Vince McMahon,"Action, Game-Show, Reality-TV, Sport",6.5,253,0,USA,0
Hello Kitty's Furry Tale Theater,1987,all,0,1,0,Hello Kitty's Furry Tale Theater1987,0,"Animation, Comedy, Family, Fantasy",6.4,112,0,"USA, Japan, Canada",0
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job.",2013,18+,0,1,0,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job.2013",0,"Animation, Action, Comedy, Fantasy, Romance",6.5,176,0,Japan,0
Dead Boss,2012,,0,1,0,Dead Boss2012,0,Comedy,6.6,496,0,UK,0
Sydney Sailboat,2015,,0,1,0,Sydney Sailboat2015,0,"Animation, Family",7.6,39,0,Australia,0
Veni Vidi Vici,2017,18+,0,1,0,Veni Vidi Vici2017,Rafael Edholm,Drama,5.9,208,0,Sweden,0
Dies Irae,2017,18+,0,1,0,Dies Irae2017,0,"Animation, Action, Horror",4.7,110,0,Japan,0
1990s: The Deadliest Decade,2018,16+,0,1,0,1990s: The Deadliest Decade2018,0,Crime,7.9,58,0,USA,0
Survival School,2008,,0,1,0,Survival School2008,0,Reality-TV,6.9,19,0,USA,0
The Golden State Killer: It's Not Over,2018,16+,0,1,0,The Golden State Killer: It's Not Over2018,0,Documentary,6.9,170,0,USA,0
Divorce Court,1999,,0,1,0,Divorce Court1999,0,Reality-TV,4.1,239,0,USA,5 nominations.
Hitler's Last Stand,2018,16+,0,1,0,Hitler's Last Stand2018,Mark Oliver,"Documentary, History, War",6.4,67,0,Canada,0
Mental Samurai,2019,7+,0,1,0,Mental Samurai2019,0,0,5.7,63,0,USA,0
Chio's School Road,2018,,0,1,0,Chio's School Road2018,0,"Animation, Comedy",7.3,213,0,Japan,0
The Furchester Hotel,2014,all,0,1,0,The Furchester Hotel2014,Belinda Ward,Family,6.8,108,0,"UK, USA",0
Stone Quackers,2014,,0,1,0,Stone Quackers2014,Ben Jones,"Animation, Comedy",6.8,258,0,USA,1 nomination.
Mrs. Piggle-Wiggle,1994,all,0,1,0,Mrs. Piggle-Wiggle1994,0,"Family, Fantasy",7.2,34,0,USA,1 win & 3 nominations.
Mrs. Piggle-Wiggle,1994,all,0,1,0,Mrs. Piggle-Wiggle1994,0,"Family, Fantasy",7.2,34,0,USA,1 win & 3 nominations.
Nightcap,2016,7+,0,1,0,Nightcap2016,Alexandra Wentworth,Comedy,5.0,350,0,USA,0
Abandoned,2012,,0,1,0,Abandoned2012,0,0,7.5,22,0,USA,0
Henry Hugglemonster,2013,all,0,1,1,Henry Hugglemonster2013,Niamh Sharkey,"Animation, Adventure, Family, Fantasy, Music",5.2,323,0,"Ireland, UK, USA, South Korea, Canada",2 wins & 3 nominations.
Love Thy Neighbor,2013,7+,0,1,0,Love Thy Neighbor2013,Tyler Perry,"Comedy, Reality-TV",4.3,680,0,USA,0
Love Daily,2018,,0,1,0,Love Daily2018,0,Romance,7.5,56,0,USA,0
Mighty Magiswords,2015,7+,0,1,0,Mighty Magiswords2015,Kyle A. Carrozza,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy",4.9,889,0,USA,5 nominations.
Hang Ups,2018,,0,1,0,Hang Ups2018,0,Comedy,6.4,699,0,0,0
Hang Ups,2018,,0,1,0,Hang Ups2018,0,Comedy,6.4,699,0,0,0
Mad Mad House,2004,,0,1,0,Mad Mad House2004,0,"Game-Show, Reality-TV",7.2,126,0,USA,0
Inside the NFL,1977,7+,0,1,0,Inside the NFL1977,0,"News, Sport, Talk-Show",6.9,320,0,USA,4 wins & 8 nominations.
Girls Beyond the Wasteland,2016,,0,1,0,Girls Beyond the Wasteland2016,0,"Animation, Comedy, Romance",5.8,35,0,Japan,0
Biography: The Trump Dynasty,2019,16+,0,1,0,Biography: The Trump Dynasty2019,0,"Documentary, Biography, Crime",7.2,139,0,USA,0
Special Forces,2012,,0,1,0,Special Forces2012,"Cianan Allen Meyer, Griffin McPherson, Cayden Squires","Action, Adventure, Comedy",5.2,22,0,USA,0
Forged in Fire: Knife or Death,2018,,0,1,0,Forged in Fire: Knife or Death2018,0,Reality-TV,6.2,212,0,USA,0
All Night,2018,,0,1,0,All Night2018,Jason Ubaldi,Comedy,5.6,452,0,USA,0
The Return,2013,16+,0,1,0,The Return2013,0,Drama,7.2,396,0,Mexico,1 nomination.
Chandra Levy: An American Murder Mystery,2017,16+,0,1,0,Chandra Levy: An American Murder Mystery2017,0,Crime,6.4,140,0,USA,0
NY-LON,2004,18+,0,1,0,NY-LON2004,0,"Comedy, Drama, Romance",7.6,429,0,UK,0
Dama y Obrero,2013,,0,1,0,Dama y Obrero2013,0,Romance,7.9,17,0,USA,0
Infinite Dendrogram,2020,16+,0,1,0,Infinite Dendrogram2020,0,"Animation, Adventure, Fantasy, Sci-Fi",5.8,171,0,Japan,0
Sorcerous Stabber Orphen,2020,16+,0,1,0,Sorcerous Stabber Orphen2020,0,Animation,0.0,0,0,Japan,0
Behind the Mask,2013,,0,1,0,Behind the Mask2013,Josh Greenbaum,Documentary,7.3,151,0,USA,2 wins & 1 nomination.
Breadwinners,2005,7+,0,1,0,Breadwinners2005,"Julie Sherman Wolfe (creator), Julie Sherman Wolfe",Comedy,0.0,0,0,USA,0
My Super Sweet 16,2005,7+,0,1,0,My Super Sweet 162005,0,"Documentary, Reality-TV",1.8,2840,0,USA,0
The Proposal,2018,,0,1,0,The Proposal2018,Mike Fleiss,Reality-TV,1.8,334,0,USA,0
To Catch a Smuggler,2012,7+,0,1,0,To Catch a Smuggler2012,0,Reality-TV,7.0,76,0,USA,0
Pamela Smart: An American Murder Mystery,2018,16+,0,1,0,Pamela Smart: An American Murder Mystery2018,0,Crime,6.8,78,0,USA,0
Zou,2012,,0,1,0,Zou2012,0,Animation,7.1,51,0,"France, Singapore",1 nomination.
Get Ace,2014,all,0,1,0,Get Ace2014,"Gian Christian, D.J. McPherson","Animation, Fantasy, Sci-Fi",8.3,239,0,Australia,3 wins & 2 nominations.
Get Ace,2014,all,0,1,0,Get Ace2014,"Gian Christian, D.J. McPherson","Animation, Fantasy, Sci-Fi",8.3,239,0,Australia,3 wins & 2 nominations.
BEM,2019,,0,1,0,BEM2019,0,"Animation, Horror",6.7,44,0,Japan,0
The Case That Haunts Me,2018,16+,0,1,0,The Case That Haunts Me2018,"Petro Duszara, Alain Zaloum, Scott Bailey",Crime,7.7,115,0,Canada,0
Kojak,2005,,0,1,0,Kojak2005,0,"Crime, Drama, Mystery, Thriller",5.4,344,33,USA,3 nominations.
Jamie's Quick & Easy Food,2017,,0,1,0,Jamie's Quick & Easy Food2017,0,Reality-TV,8.4,71,0,UK,0
Meet the Press,1947,all,0,1,0,Meet the Press1947,0,"News, Talk-Show",5.5,505,0,USA,Nominated for 7 Primetime Emmys. Another 3 wins & 5 nominations.
Meet the Press,1947,all,0,1,0,Meet the Press1947,0,"News, Talk-Show",5.5,505,0,USA,Nominated for 7 Primetime Emmys. Another 3 wins & 5 nominations.
Meet the Press,1947,all,0,1,0,Meet the Press1947,0,"News, Talk-Show",5.5,505,0,USA,Nominated for 7 Primetime Emmys. Another 3 wins & 5 nominations.
The Boonies,2016,,0,1,0,The Boonies2016,0,Reality-TV,7.7,73,0,USA,0
Charlie Rose,1991,all,0,1,0,Charlie Rose1991,0,"News, Talk-Show",7.8,715,0,USA,2 wins & 4 nominations.
Mickey's 90th Spectacular,2018,7+,0,1,0,Mickey's 90th Spectacular2018,"Eli Bauman, Wendy Button, Sara Lukinson, Joe Saunders","Family, Music",7.0,81,0,USA,0
"Wiggle, Wiggle, Wiggle",2018,all,0,1,0,"Wiggle, Wiggle, Wiggle2018",0,"Family, Music",5.9,14,0,Australia,0
Wives with Knives,2012,16+,0,1,0,Wives with Knives2012,0,"Crime, Drama, Mystery",6.6,128,0,USA,0
Wives with Knives,2012,16+,0,1,0,Wives with Knives2012,0,"Crime, Drama, Mystery",6.6,128,0,USA,0
Dreamland,2014,,0,1,0,Dreamland2014,0,Musical,4.7,39,0,Spain,0
Kendra on Top,2012,7+,0,1,0,Kendra on Top2012,0,Reality-TV,3.8,389,0,USA,0
Beach Hunters,2016,,0,1,0,Beach Hunters2016,0,Reality-TV,4.8,18,0,USA,0
The Powerpuff Girls,2016,7+,0,1,0,The Powerpuff Girls2016,Craig McCracken,"Animation, Action, Comedy, Family, Fantasy, Sci-Fi, Thriller",3.6,3048,0,USA,Nominated for 1 Primetime Emmy. Another 3 nominations.
Home Free,2015,all,0,1,0,Home Free2015,0,"Game-Show, Reality-TV",7.1,202,0,USA,0
The Dating Guy,2009,18+,0,1,0,The Dating Guy2009,"Mark J.W. Bishop, Matt Hornburg","Animation, Comedy",3.4,347,0,Canada,0
Mix: Meisei Story,2019,7+,0,1,0,Mix: Meisei Story2019,0,"Animation, Drama, Romance, Sport",7.3,39,0,Japan,0
Daisy of Love,2009,16+,0,1,0,Daisy of Love2009,"Cris Abrego, Mark Cronin","Game-Show, Reality-TV, Romance",4.5,466,0,USA,0
Daisy of Love,2009,16+,0,1,0,Daisy of Love2009,"Cris Abrego, Mark Cronin","Game-Show, Reality-TV, Romance",4.5,466,0,USA,0
Hungry Henry,2014,,0,1,0,Hungry Henry2014,0,0,0.0,0,0,USA,0
A3! Season Spring & Summer,2020,16+,0,1,0,A3! Season Spring & Summer2020,0,"Animation, Music",6.3,25,0,Japan,0
A3! Season Spring & Summer,2020,16+,0,1,0,A3! Season Spring & Summer2020,0,"Animation, Music",6.3,25,0,Japan,0
Planet Sheen,2010,7+,0,1,0,Planet Sheen2010,"Keith Alcorn, Steven Banks, Steve Oedekerk","Animation, Comedy, Family, Fantasy, Sci-Fi",3.0,1183,0,USA,0
Good Morning America,1975,all,0,1,0,Good Morning America1975,0,"News, Talk-Show",4.6,1195,0,USA,16 wins & 43 nominations.
Good Morning America,1975,all,0,1,0,Good Morning America1975,0,"News, Talk-Show",4.6,1195,0,USA,16 wins & 43 nominations.
Good Morning America,1975,all,0,1,0,Good Morning America1975,0,"News, Talk-Show",4.6,1195,0,USA,16 wins & 43 nominations.
Twisted Sisters,2018,16+,0,1,0,Twisted Sisters2018,0,"Documentary, Crime",6.3,60,0,USA,0
Phenoms,2018,7+,0,1,0,Phenoms2018,0,"Documentary, Sport",7.7,44,0,USA,0
The Last Days of Phil Hartman,2019,,0,1,0,The Last Days of Phil Hartman2019,0,Documentary,7.7,59,0,USA,0
ClassicaLoid,2016,16+,0,1,0,ClassicaLoid2016,0,"Animation, Comedy",6.1,12,0,Japan,0
Runaways,2012,16+,0,1,0,Runaways2012,0,"Drama, Mystery",7.7,82,0,USA,2 nominations.
Many Sides of Jane,2019,,0,1,0,Many Sides of Jane2019,0,Reality-TV,5.9,153,0,USA,0
Cooks vs. Cons,2016,7+,0,1,0,Cooks vs. Cons2016,0,Reality-TV,5.2,147,0,USA,0
Smile at the Runway,2020,16+,0,1,0,Smile at the Runway2020,0,"Animation, Comedy, Drama",7.0,89,0,Japan,0
Gensomaden Saiyuki,2000,16+,0,1,0,Gensomaden Saiyuki2000,0,"Animation, Action, Adventure, Comedy",7.5,186,0,Japan,0
Black Market: Dispatches,2016,18+,0,1,0,Black Market: Dispatches2016,0,Documentary,8.1,23,0,USA,0
Container Homes,2016,,0,1,0,Container Homes2016,0,Reality-TV,0.0,0,0,USA,0
Blood Runs Cold,2018,16+,0,1,0,Blood Runs Cold2018,0,"Drama, Mystery, Reality-TV",7.7,28,0,USA,0
Blood Runs Cold,2018,16+,0,1,0,Blood Runs Cold2018,0,"Drama, Mystery, Reality-TV",7.7,28,0,USA,0
Blood Runs Cold,2018,16+,0,1,0,Blood Runs Cold2018,0,"Drama, Mystery, Reality-TV",7.7,28,0,USA,0
L.A. Hair,2012,16+,0,1,0,L.A. Hair2012,0,Reality-TV,6.2,97,0,USA,0
My Knight and Me,2016,all,0,1,0,My Knight and Me2016,Joeri Christiaen,"Animation, Adventure, Comedy, Family, Fantasy",4.4,296,0,"France, Belgium",0
Steve Harvey's Funderdome,2017,7+,0,1,0,Steve Harvey's Funderdome2017,Daniel Munday,Reality-TV,7.1,49,0,USA,0
Steve Harvey's Funderdome,2017,7+,0,1,0,Steve Harvey's Funderdome2017,Daniel Munday,Reality-TV,7.1,49,0,USA,0
Life of Kylie,2017,16+,0,1,0,Life of Kylie2017,0,Reality-TV,3.5,1019,0,USA,0
Showtime at the Apollo,1987,,0,1,0,Showtime at the Apollo1987,0,"Comedy, Music",5.5,113,0,USA,3 wins & 4 nominations.
Mother Up!,2013,16+,0,1,0,Mother Up!2013,"Michael Shipley, Katie Torpey, Marnie Nir","Animation, Comedy",4.5,489,0,Canada,1 nomination.
American Scandals,2015,,0,1,0,American Scandals2015,0,Reality-TV,9.0,13,0,USA,0
American Scandals,2015,,0,1,0,American Scandals2015,0,Reality-TV,9.0,13,0,USA,0
American Scandals,2015,,0,1,0,American Scandals2015,0,Reality-TV,9.0,13,0,USA,0
Man Finds Food,2015,7+,0,1,0,Man Finds Food2015,0,Reality-TV,7.4,72,0,USA,0
Ancient Top 10,2016,16+,0,1,0,Ancient Top 102016,0,History,7.7,53,0,USA,0
The Great Christmas Light Fight,2013,all,0,1,0,The Great Christmas Light Fight2013,0,Reality-TV,6.4,186,0,USA,1 nomination.
Kids Say the Darndest Things,2019,7+,0,1,0,Kids Say the Darndest Things2019,0,Comedy,3.1,183,0,USA,0
The Show Must Go On: The Queen + Adam Lambert Story,2019,,0,1,0,The Show Must Go On: The Queen + Adam Lambert Story2019,0,Documentary,8.5,143,0,"UK, USA",0
Alien Encounters,2012,7+,0,1,0,Alien Encounters2012,Mark Cronin,Sci-Fi,7.3,178,0,USA,0
Ellen's Greatest Night of Giveaways,2019,7+,0,1,0,Ellen's Greatest Night of Giveaways2019,0,"Game-Show, Talk-Show",5.3,32,0,0,0
Open Door,2019,,0,1,0,Open Door2019,"Ajola Daja, Florenc Papas (story), Florenc Papas",Drama,6.0,30,0,"Albania, Kosovo, Italy, Republic of North Macedonia",4 nominations.
Star Wars Galaxy's Edge: Adventure Awaits,2019,,0,1,0,Star Wars Galaxy's Edge: Adventure Awaits2019,0,Documentary,5.4,72,0,USA,0
Star Wars Galaxy's Edge: Adventure Awaits,2019,,0,1,0,Star Wars Galaxy's Edge: Adventure Awaits2019,0,Documentary,5.4,72,0,USA,0
Bloomberg Game Changers,2010,,0,1,0,Bloomberg Game Changers2010,0,Documentary,7.8,60,0,USA,0
WWE Superstars,2009,7+,0,1,0,WWE Superstars2009,Vince McMahon,"Action, Sport",5.9,248,0,USA,0
Ranger Rob,2016,all,0,1,0,Ranger Rob2016,Alexander Bar,"Animation, Family, Fantasy, Sci-Fi",6.5,25,0,"Canada, UK",1 nomination.
Ranger Rob,2016,all,0,1,0,Ranger Rob2016,Alexander Bar,"Animation, Family, Fantasy, Sci-Fi",6.5,25,0,"Canada, UK",1 nomination.
Ranger Rob,2016,all,0,1,0,Ranger Rob2016,Alexander Bar,"Animation, Family, Fantasy, Sci-Fi",6.5,25,0,"Canada, UK",1 nomination.
Zorro the Chronicles,2015,all,0,1,0,Zorro the Chronicles2015,0,"Animation, Action, Adventure",7.3,44,0,Canada,0
Finding Escobar's Millions,2017,16+,0,1,0,Finding Escobar's Millions2017,Douglas Laux,Documentary,3.9,309,0,USA,0
Cultureshock,2018,16+,0,1,0,Cultureshock2018,Matthew Cafritz,Documentary,6.7,40,0,USA,1 win & 1 nomination.
The Paynes,2018,,0,1,0,The Paynes2018,Tyler Perry,Comedy,4.6,298,0,USA,0
Behind Closed Doors,2011,,0,1,0,Behind Closed Doors2011,"Debbie Maldonado, Layla Wu","Documentary, Short, Family",0.0,0,0,USA,0
Natalie Wood: An American Murder Mystery,2018,16+,0,1,0,Natalie Wood: An American Murder Mystery2018,0,Crime,6.5,67,0,USA,0
Dead Again,2014,,0,1,0,Dead Again2014,Joe Venafro,"Crime, Reality-TV",7.2,74,0,USA,0
The Untold Story,2019,16+,0,1,0,The Untold Story2019,"Lee Stanley, Shane Stanley","Comedy, Drama",5.7,216,0,USA,0
The Untold Story,2019,16+,0,1,0,The Untold Story2019,"Lee Stanley, Shane Stanley","Comedy, Drama",5.7,216,0,USA,0
The Wildlife Docs,2013,all,0,1,0,The Wildlife Docs2013,0,Reality-TV,8.1,23,0,USA,2 wins & 4 nominations.
Dot.,2016,all,0,1,0,Dot.2016,0,"Animation, Family",6.9,33,0,"Canada, USA",1 win & 3 nominations.
A Day in the Life,2011,,0,1,0,A Day in the Life2011,0,Documentary,5.8,43,0,USA,0
Out There with Jack Randall,2019,,0,1,1,Out There with Jack Randall2019,0,Documentary,6.6,5,0,0,0
Making a Model with Yolanda Hadid,2018,,0,1,0,Making a Model with Yolanda Hadid2018,0,Reality-TV,6.4,9,0,USA,0
The Burger Show,2018,,0,1,0,The Burger Show2018,Justin Bolois,Reality-TV,7.4,16,0,USA,0
Terrific Trucks,2016,all,0,1,0,Terrific Trucks2016,0,"Animation, Family",5.5,44,0,USA,0
Bakers vs. Fakers,2016,all,0,1,0,Bakers vs. Fakers2016,0,Game-Show,6.7,39,0,USA,0
Bakers vs. Fakers,2016,all,0,1,0,Bakers vs. Fakers2016,0,Game-Show,6.7,39,0,USA,0
Bakers vs. Fakers,2016,all,0,1,0,Bakers vs. Fakers2016,0,Game-Show,6.7,39,0,USA,0
Last Call with Carson Daly,2002,16+,0,1,0,Last Call with Carson Daly2002,0,"Comedy, Music, Talk-Show",2.8,1075,0,USA,2 nominations.
Vets Saving Pets,2018,,0,1,0,Vets Saving Pets2018,0,0,0.0,0,0,USA,0
The View,1997,16+,0,1,0,The View1997,0,Talk-Show,2.6,6379,0,USA,38 wins & 161 nominations.
